order_id,customer_id,order_date,total_amount,order_status
1915,163,2026-01-01,208.93,Completed
1916,141,2026-01-01,179.96,Completed
1917,273,2026-01-01,56.42,Completed
1918,311,2026-01-01,788.93,Completed
1919,232,2026-01-01,14069.95,Completed
1920,322,2026-01-01,14019.98,Completed
1921,123,2026-01-01,329.97,Completed
1922,152,2026-01-01,4999.98,Completed
1923,437,2026-01-01,428.4,Completed
1924,373,2026-01-01,7671.79,Completed
1925,257,2026-01-01,75.95,Completed
1926,484,2026-01-01,5090.92,Completed
1927,354,2026-01-01,63.95,Completed
1928,84,2026-01-01,28081.95,Completed
1929,239,2026-01-02,93.45,Completed
1930,188,2026-01-02,6873.93,Completed
1931,179,2026-01-02,7.47,Completed
1932,179,2026-01-02,89.97,Completed
1933,485,2026-01-02,1.29,Completed
1934,371,2026-01-02,35.55,Completed
1935,51,2026-01-02,45.96,Completed
1936,145,2026-01-02,28071.93,Completed
1937,46,2026-01-02,159.98,Completed
1938,383,2026-01-02,44.97,Completed
1939,356,2026-01-02,18052.92,Completed
1940,480,2026-01-02,182.94,Completed
1941,218,2026-01-02,9844.95,Completed
1942,120,2026-01-02,11027.56,Completed
1943,455,2026-01-02,2059.96,Completed
1944,42,2026-01-02,17.97,Completed
1945,415,2026-01-02,60.94,Completed
1946,53,2026-01-02,1799.99,Completed
1947,406,2026-01-02,66.89,Completed
1948,258,2026-01-02,1155.95,Completed
1949,328,2026-01-02,11092.95,Completed
1950,298,2026-01-02,41.52,Completed
1951,246,2026-01-02,38.97,Completed
1952,488,2026-01-02,645.92,Completed
1953,358,2026-01-02,247.4,Completed
1954,471,2026-01-02,1349.92,Completed
1955,417,2026-01-02,247.96,Completed
1956,95,2026-01-02,39.43,Completed
1957,379,2026-01-02,127.92,Completed
1958,245,2026-01-02,5022.95,Completed
1959,434,2026-01-02,42044.95,Completed
1960,312,2026-01-02,5717.24,Completed
1961,285,2026-01-02,313.96,Completed
1962,80,2026-01-02,39065.93,Completed
1963,71,2026-01-02,154.95,Completed
1964,183,2026-01-02,79.99,Completed
1965,407,2026-01-02,6008.96,Completed
1966,485,2026-01-03,212.39,Completed
1967,417,2026-01-03,127.94,Completed
1968,138,2026-01-03,35.96,Completed
1969,168,2026-01-03,40016.73,Completed
1970,261,2026-01-03,78.98,Completed
1971,361,2026-01-03,8.99,Completed
1972,325,2026-01-03,2201.93,Completed
1973,467,2026-01-03,3299.97,Completed
1974,205,2026-01-03,799.99,Completed
1975,194,2026-01-03,20.97,Completed
1976,57,2026-01-03,2502.28,Completed
1977,12,2026-01-03,7539.96,Completed
1978,405,2026-01-03,32969.91,Completed
1979,102,2026-01-03,18510.95,Completed
1980,439,2026-01-03,250.91,Completed
1981,53,2026-01-03,2499.99,Completed
1982,127,2026-01-03,2005.94,Completed
1983,424,2026-01-03,1013.96,Completed
1984,201,2026-01-03,2558.92,Completed
1985,108,2026-01-03,209.94,Completed
1986,144,2026-01-04,150.39,Completed
1987,500,2026-01-04,1093.93,Completed
1988,386,2026-01-04,401.9,Completed
1989,471,2026-01-04,1624.75,Completed
1990,447,2026-01-04,1.98,Completed
1991,355,2026-01-04,681.9,Completed
1992,416,2026-01-04,7.97,Completed
1993,45,2026-01-04,14.97,Completed
1994,184,2026-01-04,5060.95,Completed
1995,222,2026-01-04,286.41,Completed
1996,338,2026-01-04,896.94,Completed
1997,310,2026-01-04,12.96,Completed
1998,363,2026-01-04,178.96,Completed
1999,457,2026-01-04,9.99,Completed
2000,477,2026-01-04,33.97,Completed
2001,299,2026-01-04,3301.46,Completed
2002,369,2026-01-04,163.93,Completed
2003,393,2026-01-04,277.92,Completed
2004,235,2026-01-04,45.96,Completed
2005,196,2026-01-04,35.97,Completed
2006,55,2026-01-04,239.97,Completed
2007,159,2026-01-04,9.97,Completed
2008,392,2026-01-04,0.79,Completed
2009,131,2026-01-04,54.97,Completed
2010,312,2026-01-04,1908.33,Completed
2011,71,2026-01-04,34.95,Completed
2012,493,2026-01-04,89.99,Completed
2013,469,2026-01-04,222.92,Completed
2014,340,2026-01-04,97.96,Completed
2015,350,2026-01-04,211.91,Completed
2016,361,2026-01-04,97.46,Completed
2017,71,2026-01-04,60.82,Completed
2018,79,2026-01-04,32021.91,Completed
2019,45,2026-01-04,4715.92,Completed
2020,139,2026-01-04,400.96,Completed
2021,453,2026-01-04,6.97,Completed
2022,45,2026-01-04,189.97,Completed
2023,206,2026-01-04,438.23,Completed
2024,186,2026-01-04,317.94,Completed
2025,416,2026-01-04,3999.98,Completed
2026,296,2026-01-04,99.94,Completed
2027,197,2026-01-04,83.94,Completed
2028,15,2026-01-04,1205.95,Completed
2029,222,2026-01-04,4529.95,Completed
2030,65,2026-01-04,55.95,Completed
2031,35,2026-01-04,44.94,Completed
2032,53,2026-01-04,227.95,Completed
2033,357,2026-01-04,54.97,Completed
2034,186,2026-01-04,3685.92,Completed
2035,18,2026-01-04,11.97,Completed
2036,439,2026-01-04,110.96,Completed
2037,346,2026-01-04,1899.94,Completed
2038,344,2026-01-04,386.94,Completed
2039,58,2026-01-04,5811.41,Completed
2040,58,2026-01-04,4015.97,Completed
2041,376,2026-01-04,11.98,Completed
2042,251,2026-01-04,849.98,Completed
2043,132,2026-01-04,68999.94,Completed
2044,99,2026-01-04,56.93,Completed
2045,179,2026-01-04,185.47,Completed
2046,336,2026-01-04,7499.97,Completed
2047,69,2026-01-04,342.93,Completed
2048,16,2026-01-04,2839.96,Completed
2049,189,2026-01-04,1499.99,Completed
2050,74,2026-01-04,197.96,Completed
2051,363,2026-01-04,274.95,Completed
2052,330,2026-01-04,73.95,Completed
2053,61,2026-01-04,1949.95,Completed
2054,410,2026-01-04,18046.93,Completed
2055,204,2026-01-04,290.94,Completed
2056,114,2026-01-04,10.28,Completed
2057,457,2026-01-04,5436.92,Completed
2058,7,2026-01-04,199.92,Completed
2059,399,2026-01-04,39.94,Completed
2060,105,2026-01-04,3846.44,Completed
2061,159,2026-01-04,19.99,Completed
2062,430,2026-01-04,14523.96,Completed
2063,305,2026-01-05,38.97,Completed
2064,484,2026-01-05,43.96,Completed
2065,144,2026-01-05,91.73,Completed
2066,482,2026-01-05,14324.94,Completed
2067,210,2026-01-05,279.96,Completed
2068,489,2026-01-05,36802.24,Completed
2069,241,2026-01-05,46.94,Completed
2070,320,2026-01-05,1.99,Completed
2071,376,2026-01-05,329.97,Completed
2072,436,2026-01-05,77.94,Completed
2073,287,2026-01-05,39.98,Completed
2074,176,2026-01-05,76.4,Completed
2075,145,2026-01-05,9020.95,Completed
2076,336,2026-01-05,12.99,Completed
2077,258,2026-01-05,79.99,Completed
2078,458,2026-01-05,2229.96,Completed
2079,450,2026-01-05,203.94,Completed
2080,358,2026-01-05,75.43,Completed
2081,295,2026-01-05,23.97,Completed
2082,394,2026-01-05,139.98,Completed
2083,122,2026-01-05,2659.95,Completed
2084,79,2026-01-05,89.99,Completed
2085,187,2026-01-05,269.97,Completed
2086,295,2026-01-05,175.83,Completed
2087,277,2026-01-05,218.9,Completed
2088,166,2026-01-05,855.95,Completed
2089,341,2026-01-05,212.55,Completed
2090,355,2026-01-05,22023.42,Completed
2091,270,2026-01-05,15.99,Completed
2092,111,2026-01-05,42469.93,Completed
2093,335,2026-01-05,112.98,Completed
2094,484,2026-01-05,90.98,Completed
2095,487,2026-01-05,126.95,Completed
2096,446,2026-01-05,110.94,Completed
2097,95,2026-01-05,2153.93,Completed
2098,81,2026-01-05,155.82,Completed
2099,89,2026-01-05,1574.95,Completed
2100,252,2026-01-05,7.98,Completed
2101,495,2026-01-05,163.47,Completed
2102,220,2026-01-05,214.91,Completed
2103,175,2026-01-05,5889.94,Completed
2104,304,2026-01-05,289.92,Completed
2105,214,2026-01-05,244.94,Completed
2106,38,2026-01-05,1734.96,Completed
2107,303,2026-01-05,10.99,Completed
2108,64,2026-01-05,41.96,Completed
2109,268,2026-01-05,7.99,Completed
2110,486,2026-01-05,21999.98,Completed
2111,304,2026-01-05,3.98,Completed
2112,62,2026-01-05,291.53,Completed
2113,446,2026-01-05,219.98,Completed
2114,392,2026-01-05,5.98,Completed
2115,399,2026-01-05,105.95,Completed
2116,157,2026-01-05,1111.82,Completed
2117,164,2026-01-05,49.98,Completed
2118,62,2026-01-05,1325.94,Completed
2119,260,2026-01-05,29.98,Completed
2120,338,2026-01-05,107.9,Completed
2121,33,2026-01-05,1918.96,Completed
2122,248,2026-01-05,161.93,Completed
2123,19,2026-01-05,3069.95,Completed
2124,354,2026-01-05,117.95,Completed
2125,385,2026-01-06,27038.51,Completed
2126,457,2026-01-06,1009.96,Completed
2127,209,2026-01-06,527.9,Completed
2128,473,2026-01-06,266.92,Completed
2129,146,2026-01-06,3.99,Completed
2130,357,2026-01-06,4.98,Completed
2131,265,2026-01-06,111.89,Completed
2132,417,2026-01-06,2566.96,Completed
2133,9,2026-01-06,999.98,Completed
2134,318,2026-01-06,5.55,Completed
2135,409,2026-01-06,112.93,Completed
2136,292,2026-01-06,3013.96,Completed
2137,316,2026-01-06,159.97,Completed
2138,191,2026-01-06,42239.95,Completed
2139,480,2026-01-06,29.97,Completed
2140,346,2026-01-06,197.94,Completed
2141,208,2026-01-06,27999.98,Completed
2142,333,2026-01-06,336.93,Completed
2143,437,2026-01-06,303.93,Completed
2144,273,2026-01-06,239.97,Completed
2145,449,2026-01-06,128.94,Completed
2146,387,2026-01-06,18131.95,Completed
2147,388,2026-01-06,167.96,Completed
2148,45,2026-01-07,68.42,Completed
2149,176,2026-01-07,25.98,Completed
2150,331,2026-01-07,63.94,Completed
2151,203,2026-01-07,89.99,Completed
2152,97,2026-01-07,27.99,Completed
2153,320,2026-01-07,176.24,Completed
2154,128,2026-01-07,1515.02,Completed
2155,336,2026-01-07,64.97,Completed
2156,186,2026-01-07,21038.92,Completed
2157,18,2026-01-07,749.95,Completed
2158,24,2026-01-07,20.46,Completed
2159,336,2026-01-07,95.91,Completed
2160,181,2026-01-07,385.95,Completed
2161,414,2026-01-07,149.97,Completed
2162,98,2026-01-07,5791.52,Completed
2163,192,2026-01-07,54.73,Completed
2164,12,2026-01-07,4857.94,Completed
2165,361,2026-01-07,49.98,Completed
2166,135,2026-01-07,70.41,Completed
2167,145,2026-01-07,23.44,Completed
2168,91,2026-01-07,419.95,Completed
2169,366,2026-01-07,214.9,Completed
2170,273,2026-01-07,30.95,Completed
2171,292,2026-01-07,929.95,Completed
2172,204,2026-01-07,9017.96,Completed
2173,452,2026-01-07,159.93,Completed
2174,285,2026-01-07,30.96,Completed
2175,335,2026-01-07,6070.93,Completed
2176,66,2026-01-07,41.42,Completed
2177,79,2026-01-07,599.98,Completed
2178,75,2026-01-07,55.95,Completed
2179,149,2026-01-07,117.94,Completed
2180,416,2026-01-07,400.96,Completed
2181,333,2026-01-07,13.95,Completed
2182,456,2026-01-07,14.97,Completed
2183,492,2026-01-07,197.93,Completed
2184,250,2026-01-07,83.97,Completed
2185,209,2026-01-07,199.96,Completed
2186,108,2026-01-07,259.98,Completed
2187,274,2026-01-07,23.98,Completed
2188,334,2026-01-07,11.98,Completed
2189,73,2026-01-07,2799.98,Completed
2190,452,2026-01-07,89.97,Completed
2191,151,2026-01-07,354.42,Completed
2192,325,2026-01-07,9.99,Completed
2193,411,2026-01-07,3315.94,Completed
2194,315,2026-01-07,1744.42,Completed
2195,365,2026-01-07,4236.93,Completed
2196,77,2026-01-07,246.93,Completed
2197,343,2026-01-07,209.95,Completed
2198,306,2026-01-07,719.94,Completed
2199,433,2026-01-07,3065.94,Completed
2200,34,2026-01-07,1504.57,Completed
2201,126,2026-01-07,19.99,Completed
2202,425,2026-01-07,30299.96,Completed
2203,164,2026-01-07,124.96,Completed
2204,104,2026-01-07,162.91,Completed
2205,260,2026-01-07,122.93,Completed
2206,373,2026-01-07,251.92,Completed
2207,207,2026-01-07,1.98,Completed
2208,157,2026-01-07,18127.44,Completed
2209,60,2026-01-07,7521.95,Completed
2210,133,2026-01-07,4574.93,Completed
2211,160,2026-01-07,1111.96,Completed
2212,254,2026-01-07,49.99,Completed
2213,21,2026-01-08,179.92,Completed
2214,496,2026-01-08,308.89,Completed
2215,345,2026-01-08,149.45,Completed
2216,155,2026-01-08,4.96,Completed
2217,90,2026-01-08,167.95,Completed
2218,206,2026-01-08,2015.94,Completed
2219,56,2026-01-08,1527.44,Completed
2220,380,2026-01-08,18088.93,Completed
2221,49,2026-01-08,79.95,Completed
2222,167,2026-01-08,2855.93,Completed
2223,133,2026-01-08,4.58,Completed
2224,256,2026-01-08,5139.89,Completed
2225,218,2026-01-08,138.93,Completed
2226,277,2026-01-08,1573.95,Completed
2227,81,2026-01-08,1999.97,Completed
2228,333,2026-01-08,117.95,Completed
2229,487,2026-01-08,113.96,Completed
2230,204,2026-01-08,1090.93,Completed
2231,172,2026-01-08,130.82,Completed
2232,436,2026-01-08,182.91,Completed
2233,218,2026-01-08,28084.93,Completed
2234,122,2026-01-08,25.95,Completed
2235,413,2026-01-08,4519.92,Completed
2236,194,2026-01-08,70.44,Completed
2237,161,2026-01-08,10.99,Completed
2238,219,2026-01-08,9134.94,Completed
2239,355,2026-01-08,1519.41,Completed
2240,157,2026-01-08,24.46,Completed
2241,231,2026-01-08,5193.94,Completed
2242,162,2026-01-08,4517.94,Completed
2243,238,2026-01-08,4.98,Completed
2244,73,2026-01-08,19.99,Completed
2245,138,2026-01-08,361.93,Completed
2246,258,2026-01-08,149.97,Completed
2247,207,2026-01-08,20.45,Completed
2248,345,2026-01-08,269.97,Completed
2249,140,2026-01-08,25.98,Completed
2250,380,2026-01-08,4325.43,Completed
2251,429,2026-01-08,41.96,Completed
2252,277,2026-01-08,295.95,Completed
2253,359,2026-01-08,17.97,Completed
2254,28,2026-01-08,246.93,Completed
2255,111,2026-01-08,37.26,Completed
2256,155,2026-01-08,9429.9,Completed
2257,7,2026-01-08,29.98,Completed
2258,426,2026-01-08,869.95,Completed
2259,183,2026-01-08,21807.93,Completed
2260,269,2026-01-08,104.97,Completed
2261,442,2026-01-08,50.96,Completed
2262,281,2026-01-08,23.97,Completed
2263,488,2026-01-08,84.94,Completed
2264,65,2026-01-09,1599.98,Completed
2265,181,2026-01-09,323.9,Completed
2266,241,2026-01-09,1509.54,Completed
2267,278,2026-01-09,66.95,Completed
2268,230,2026-01-09,99.43,Completed
2269,178,2026-01-09,43499.94,Completed
2270,102,2026-01-09,29.99,Completed
2271,278,2026-01-09,312.26,Completed
2272,213,2026-01-09,101.96,Completed
2273,322,2026-01-09,66.96,Completed
2274,219,2026-01-09,1610.45,Completed
2275,445,2026-01-09,6043.38,Completed
2276,328,2026-01-09,28044.95,Completed
2277,499,2026-01-09,13039.97,Completed
2278,6,2026-01-09,30.97,Completed
2279,46,2026-01-09,279.95,Completed
2280,477,2026-01-09,103.41,Completed
2281,149,2026-01-09,5864.91,Completed
2282,4,2026-01-09,202.93,Completed
2283,287,2026-01-09,279.03,Completed
2284,446,2026-01-09,6109.95,Completed
2285,163,2026-01-09,2299.98,Completed
2286,350,2026-01-09,128.92,Completed
2287,475,2026-01-09,6176.9,Completed
2288,274,2026-01-09,10.98,Completed
2289,184,2026-01-09,10.98,Completed
2290,474,2026-01-09,6.87,Completed
2291,145,2026-01-09,5.98,Completed
2292,125,2026-01-09,269.96,Completed
2293,365,2026-01-09,114.95,Completed
2294,50,2026-01-09,19.98,Completed
2295,473,2026-01-09,11.99,Completed
2296,32,2026-01-09,17.96,Completed
2297,175,2026-01-09,1179.96,Completed
2298,416,2026-01-09,539.94,Completed
2299,144,2026-01-09,11080.95,Completed
2300,256,2026-01-09,59.92,Completed
2301,441,2026-01-09,83.97,Completed
2302,334,2026-01-09,27.95,Completed
2303,108,2026-01-09,565.92,Completed
2304,315,2026-01-09,4.98,Completed
2305,35,2026-01-09,269.96,Completed
2306,121,2026-01-09,6155.91,Completed
2307,101,2026-01-09,1609.93,Completed
2308,143,2026-01-09,9009.98,Completed
2309,163,2026-01-09,14.99,Completed
2310,46,2026-01-09,89.99,Completed
2311,402,2026-01-09,137.94,Completed
2312,230,2026-01-09,267.93,Completed
2313,102,2026-01-09,32999.97,Completed
2314,42,2026-01-09,298.92,Completed
2315,354,2026-01-09,2489.96,Completed
2316,420,2026-01-09,2915.92,Completed
2317,20,2026-01-09,55.96,Completed
2318,177,2026-01-09,16.99,Completed
2319,106,2026-01-09,42599.95,Completed
2320,59,2026-01-09,389.97,Completed
2321,2,2026-01-09,20.44,Completed
2322,431,2026-01-09,2234.97,Completed
2323,429,2026-01-09,3296.91,Completed
2324,425,2026-01-09,18011.96,Completed
2325,138,2026-01-09,19.98,Completed
2326,321,2026-01-09,6023.94,Completed
2327,377,2026-01-09,126.95,Completed
2328,231,2026-01-09,103.4,Completed
2329,449,2026-01-09,10.75,Completed
2330,216,2026-01-09,3119.95,Completed
2331,52,2026-01-09,119.94,Completed
2332,218,2026-01-09,429.3,Completed
2333,284,2026-01-09,62.34,Completed
2334,391,2026-01-09,3041.92,Completed
2335,409,2026-01-09,1499.99,Completed
2336,171,2026-01-09,2533.95,Completed
2337,472,2026-01-09,29.99,Completed
2338,271,2026-01-09,7634.93,Completed
2339,13,2026-01-09,64.95,Completed
2340,359,2026-01-09,34.99,Completed
2341,343,2026-01-09,150.43,Completed
2342,13,2026-01-10,33051.92,Completed
2343,87,2026-01-10,7699.96,Completed
2344,319,2026-01-10,33019.45,Completed
2345,226,2026-01-10,17.97,Completed
2346,46,2026-01-10,125.93,Completed
2347,413,2026-01-10,369.95,Completed
2348,10,2026-01-10,4186.95,Completed
2349,276,2026-01-10,5751.9,Completed
2350,366,2026-01-10,350.91,Completed
2351,236,2026-01-10,33.96,Completed
2352,109,2026-01-10,145.9,Completed
2353,223,2026-01-10,70.9,Completed
2354,426,2026-01-10,252.92,Completed
2355,392,2026-01-10,7.99,Completed
2356,101,2026-01-10,1499.97,Completed
2357,275,2026-01-10,323.94,Completed
2358,188,2026-01-10,2.99,Completed
2359,342,2026-01-10,33029.94,Completed
2360,418,2026-01-10,125.97,Completed
2361,129,2026-01-10,49.98,Completed
2362,375,2026-01-10,9005.98,Completed
2363,44,2026-01-10,116.94,Completed
2364,280,2026-01-10,174.93,Completed
2365,68,2026-01-10,134.44,Completed
2366,216,2026-01-10,367.96,Completed
2367,352,2026-01-10,8709.92,Completed
2368,399,2026-01-10,88.41,Completed
2369,36,2026-01-10,27.99,Completed
2370,435,2026-01-10,334.93,Completed
2371,465,2026-01-10,164.95,Completed
2372,163,2026-01-10,110.94,Completed
2373,359,2026-01-10,377.41,Completed
2374,477,2026-01-10,5.49,Completed
2375,238,2026-01-10,16.99,Completed
2376,446,2026-01-10,24.99,Completed
2377,401,2026-01-10,28093.95,Completed
2378,416,2026-01-10,1.99,Completed
2379,484,2026-01-10,4943.92,Completed
2380,430,2026-01-10,29499.97,Completed
2381,274,2026-01-10,181.95,Completed
2382,160,2026-01-10,74.42,Completed
2383,282,2026-01-10,6147.93,Completed
2384,160,2026-01-10,31.98,Completed
2385,123,2026-01-10,6015.92,Completed
2386,375,2026-01-10,9.98,Completed
2387,484,2026-01-10,15.98,Completed
2388,422,2026-01-10,87.96,Completed
2389,396,2026-01-10,301.92,Completed
2390,451,2026-01-10,2.49,Completed
2391,204,2026-01-10,145.95,Completed
2392,294,2026-01-10,28079.93,Completed
2393,481,2026-01-10,285.95,Completed
2394,37,2026-01-10,59.98,Completed
2395,408,2026-01-10,365.96,Completed
2396,31,2026-01-10,6025.93,Completed
2397,487,2026-01-10,269.97,Completed
2398,296,2026-01-10,1507.95,Completed
2399,71,2026-01-10,28.98,Completed
2400,458,2026-01-10,2229.91,Completed
2401,486,2026-01-10,19.99,Completed
2402,79,2026-01-10,153.98,Completed
2403,180,2026-01-10,22111.91,Completed
2404,137,2026-01-10,18122.89,Completed
2405,150,2026-01-10,410.92,Completed
2406,258,2026-01-10,4499.97,Completed
2407,13,2026-01-10,109.96,Completed
2408,331,2026-01-11,309.97,Completed
2409,41,2026-01-11,2.49,Completed
2410,469,2026-01-11,61.74,Completed
2411,401,2026-01-11,27.99,Completed
2412,94,2026-01-11,129.95,Completed
2413,344,2026-01-11,86.95,Completed
2414,265,2026-01-11,251.96,Completed
2415,323,2026-01-11,359.96,Completed
2416,301,2026-01-11,59.94,Completed
2417,279,2026-01-11,14.97,Completed
2418,144,2026-01-11,269.94,Completed
2419,470,2026-01-11,410.94,Completed
2420,278,2026-01-11,29.99,Completed
2421,340,2026-01-11,2.49,Completed
2422,485,2026-01-11,269.97,Completed
2423,91,2026-01-11,37.96,Completed
2424,382,2026-01-11,30.97,Completed
2425,176,2026-01-11,13531.84,Completed
2426,216,2026-01-11,509.95,Completed
2427,30,2026-01-11,25.46,Completed
2428,364,2026-01-11,11179.97,Completed
2429,107,2026-01-11,9.99,Completed
2430,401,2026-01-11,69.98,Completed
2431,103,2026-01-11,4540.93,Completed
2432,133,2026-01-11,34.99,Completed
2433,109,2026-01-12,11.97,Completed
2434,42,2026-01-12,136.93,Completed
2435,312,2026-01-12,149.97,Completed
2436,492,2026-01-12,194.95,Completed
2437,122,2026-01-12,115.95,Completed
2438,71,2026-01-12,24.45,Completed
2439,348,2026-01-12,269.95,Completed
2440,461,2026-01-12,1104.95,Completed
2441,213,2026-01-12,330.95,Completed
2442,460,2026-01-12,10.98,Completed
2443,418,2026-01-12,55.98,Completed
2444,97,2026-01-12,17.97,Completed
2445,449,2026-01-12,46.95,Completed
2446,93,2026-01-12,59.97,Completed
2447,64,2026-01-12,38.97,Completed
2448,172,2026-01-12,111.95,Completed
2449,161,2026-01-12,1604.93,Completed
2450,478,2026-01-12,118.95,Completed
2451,177,2026-01-12,154.92,Completed
2452,315,2026-01-12,38699.94,Completed
2453,245,2026-01-12,265.92,Completed
2454,281,2026-01-12,3.99,Completed
2455,228,2026-01-12,317.88,Completed
2456,318,2026-01-12,309.97,Completed
2457,86,2026-01-13,841.92,Completed
2458,52,2026-01-13,383.93,Completed
2459,492,2026-01-13,311.92,Completed
2460,150,2026-01-13,27.99,Completed
2461,211,2026-01-13,187.96,Completed
2462,440,2026-01-13,210.24,Completed
2463,79,2026-01-13,89.97,Completed
2464,152,2026-01-13,44.46,Completed
2465,258,2026-01-13,3.98,Completed
2466,370,2026-01-13,64.94,Completed
2467,195,2026-01-13,22.54,Completed
2468,99,2026-01-13,7289.93,Completed
2469,50,2026-01-13,23.97,Completed
2470,324,2026-01-13,296.8,Completed
2471,397,2026-01-13,97.96,Completed
2472,344,2026-01-13,99.99,Completed
2473,191,2026-01-13,39.98,Completed
2474,20,2026-01-13,6269.94,Completed
2475,412,2026-01-13,45.46,Completed
2476,288,2026-01-13,148.96,Completed
2477,8,2026-01-13,253.42,Completed
2478,490,2026-01-13,389.91,Completed
2479,496,2026-01-13,574.93,Completed
2480,427,2026-01-13,1523.94,Completed
2481,445,2026-01-13,49.52,Completed
2482,452,2026-01-13,19.99,Completed
2483,224,2026-01-13,1551.94,Completed
2484,488,2026-01-13,5476.91,Completed
2485,308,2026-01-13,137.95,Completed
2486,4,2026-01-13,17.76,Completed
2487,202,2026-01-13,2.37,Completed
2488,6,2026-01-13,11.48,Completed
2489,361,2026-01-13,33.97,Completed
2490,328,2026-01-13,4623.91,Completed
2491,358,2026-01-13,2226.52,Completed
2492,329,2026-01-13,18107.92,Completed
2493,286,2026-01-13,422.89,Completed
2494,230,2026-01-13,26145.91,Completed
2495,202,2026-01-14,5.99,Completed
2496,428,2026-01-14,265.94,Completed
2497,75,2026-01-14,3.98,Completed
2498,217,2026-01-14,1724.88,Completed
2499,394,2026-01-14,1507.95,Completed
2500,103,2026-01-14,91.97,Completed
2501,248,2026-01-14,40.41,Completed
2502,346,2026-01-14,24234.92,Completed
2503,330,2026-01-14,44.97,Completed
2504,49,2026-01-14,318.29,Completed
2505,243,2026-01-14,39024.94,Completed
2506,248,2026-01-14,1956.94,Completed
2507,357,2026-01-14,179.98,Completed
2508,202,2026-01-14,3298.94,Completed
2509,94,2026-01-14,219.98,Completed
2510,389,2026-01-14,412.94,Completed
2511,473,2026-01-14,359.97,Completed
2512,155,2026-01-14,121.93,Completed
2513,426,2026-01-14,12609.93,Completed
2514,234,2026-01-14,329.97,Completed
2515,117,2026-01-14,2999.98,Completed
2516,456,2026-01-14,39009.95,Completed
2517,107,2026-01-14,155.95,Completed
2518,74,2026-01-14,193.96,Completed
2519,9,2026-01-14,83.93,Completed
2520,355,2026-01-14,85.95,Completed
2521,429,2026-01-14,104.93,Completed
2522,328,2026-01-14,180.91,Completed
2523,456,2026-01-14,9399.95,Completed
2524,305,2026-01-14,360.92,Completed
2525,361,2026-01-14,15597.4,Completed
2526,319,2026-01-14,1585.95,Completed
2527,243,2026-01-14,221.28,Completed
2528,166,2026-01-14,14.98,Completed
2529,101,2026-01-14,64.92,Completed
2530,13,2026-01-14,74.97,Completed
2531,431,2026-01-15,13.28,Completed
2532,432,2026-01-15,25999.98,Completed
2533,186,2026-01-15,28.95,Completed
2534,100,2026-01-15,79.42,Completed
2535,123,2026-01-15,1616.93,Completed
2536,361,2026-01-15,65.41,Completed
2537,312,2026-01-15,16134.91,Completed
2538,500,2026-01-15,28.98,Completed
2539,154,2026-01-15,129.97,Completed
2540,152,2026-01-15,21.98,Completed
2541,243,2026-01-15,127.9,Completed
2542,315,2026-01-15,14.46,Completed
2543,135,2026-01-15,3.98,Completed
2544,280,2026-01-15,1819.97,Completed
2545,314,2026-01-15,460.95,Completed
2546,89,2026-01-15,2585.96,Completed
2547,7,2026-01-15,0.79,Completed
2548,380,2026-01-15,18038.94,Completed
2549,473,2026-01-15,23.94,Completed
2550,36,2026-01-15,44.46,Completed
2551,109,2026-01-15,515.95,Completed
2552,367,2026-01-15,179.98,Completed
2553,425,2026-01-16,10999.99,Completed
2554,477,2026-01-16,159.98,Completed
2555,32,2026-01-16,22049.97,Completed
2556,483,2026-01-16,35.97,Completed
2557,375,2026-01-16,3.99,Completed
2558,284,2026-01-16,1139.39,Completed
2559,170,2026-01-16,1961.91,Completed
2560,431,2026-01-16,43.95,Completed
2561,428,2026-01-16,36324.91,Completed
2562,19,2026-01-16,293.95,Completed
2563,312,2026-01-16,49.26,Completed
2564,154,2026-01-16,18.95,Completed
2565,354,2026-01-16,283.95,Completed
2566,466,2026-01-16,26009.97,Completed
2567,406,2026-01-16,98.83,Completed
2568,353,2026-01-16,2999.98,Completed
2569,46,2026-01-16,497.42,Completed
2570,52,2026-01-16,99.99,Completed
2571,131,2026-01-16,68.42,Completed
2572,280,2026-01-16,7499.97,Completed
2573,216,2026-01-16,2020.96,Completed
2574,114,2026-01-16,64.96,Completed
2575,318,2026-01-16,75.96,Completed
2576,261,2026-01-16,39.97,Completed
2577,438,2026-01-16,179.96,Completed
2578,254,2026-01-16,173.96,Completed
2579,52,2026-01-16,209.42,Completed
2580,244,2026-01-16,59.97,Completed
2581,417,2026-01-16,23532.92,Completed
2582,42,2026-01-16,5031.95,Completed
2583,297,2026-01-16,28.42,Completed
2584,167,2026-01-16,4390.76,Completed
2585,283,2026-01-16,1542.35,Completed
2586,230,2026-01-16,119.43,Completed
2587,309,2026-01-16,22.97,Completed
2588,56,2026-01-16,1.98,Completed
2589,177,2026-01-16,1.58,Completed
2590,169,2026-01-16,389.97,Completed
2591,482,2026-01-16,11.98,Completed
2592,282,2026-01-16,15.99,Completed
2593,367,2026-01-16,483.92,Completed
2594,320,2026-01-16,12.99,Completed
2595,264,2026-01-16,357.89,Completed
2596,404,2026-01-16,76.94,Completed
2597,224,2026-01-16,69.99,Completed
2598,436,2026-01-16,305.96,Completed
2599,26,2026-01-16,169.96,Completed
2600,275,2026-01-16,98.95,Completed
2601,380,2026-01-16,1329.94,Completed
2602,185,2026-01-16,2407.96,Completed
