order_date,state,segment,title,quantity,total_price
2026-01-16,CA,Returning,Family Tree Photo Frame,1,29.99
2026-01-16,CA,VIP,Fish Steak,2,29.98
2026-01-16,CA,VIP,Red Nail Polish,1,8.99
2026-01-16,CA,VIP,Spoon,2,9.98
2026-01-16,CA,VIP,Electric Stove,1,49.99
2026-01-16,NY,Returning,Green Chili Pepper,1,0.99
2026-01-16,NY,Returning,Plate,2,7.98
2026-01-16,NY,Returning,Black Aluminium Cup,1,5.99
2026-01-16,NY,Returning,Sports Sneakers Off White Red,3,329.97
2026-01-16,WA,VIP,Grater Black,1,10.99
2026-01-16,WA,VIP,Puma Future Rider Trainers,2,179.98
2026-01-16,WA,VIP,Asus Zenbook Pro Dual Screen Laptop,1,1799.99
2026-01-16,WA,VIP,Honey Jar,2,13.98
2026-01-16,MO,Returning,Lenovo Yoga 920,3,3299.97
2026-01-16,MO,Returning,Kitchen Sieve,3,23.97
2026-01-16,IL,VIP,Dog Food,2,21.98
2026-01-16,IL,VIP,Water,3,2.97
2026-01-16,MO,New,Brown Leather Belt Watch,1,89.99
2026-01-16,IL,New,Cucumber,1,1.49
2026-01-17,MO,VIP,Fine Mesh Strainer,2,19.98
2026-01-17,MO,VIP,Black Aluminium Cup,1,5.99
2026-01-17,MO,VIP,Asus Zenbook Pro Dual Screen Laptop,1,1799.99
2026-01-17,MO,VIP,Apple Airpods,3,389.97
2026-01-17,WA,Returning,Sports Sneakers Off White & Red,1,119.99
2026-01-17,MO,New,Fine Mesh Strainer,1,9.99
2026-01-17,MO,New,Microwave Oven,1,89.99
2026-01-17,MO,New,Nike Baseball Cleats,1,79.99
2026-01-17,MO,New,Red Onions,1,1.99
2026-01-17,WA,VIP,Huawei Matebook X Pro,3,4199.97
2026-01-17,WA,VIP,Grater Black,2,21.98
2026-01-17,IL,VIP,Lemon,3,2.37
2026-01-17,IL,VIP,Amazon Echo Plus,2,199.98
2026-01-17,CA,New,Lenovo Yoga 920,2,2199.98
2026-01-17,CA,New,Citrus Squeezer Yellow,2,17.98
2026-01-17,CA,New,Plate,2,7.98
2026-01-17,CA,New,Water,1,0.99
2026-01-17,CA,VIP,Gigabyte Aorus Men Tshirt,3,74.97
2026-01-17,CA,New,Microwave Oven,3,269.97
2026-01-17,MO,Returning,Milk,3,10.47
2026-01-17,MO,Returning,Black Whisk,2,19.98
2026-01-17,GA,New,Huawei Matebook X Pro,2,2799.98
2026-01-17,GA,New,Asus Zenbook Pro Dual Screen Laptop,1,1799.99
2026-01-17,GA,New,Apple MacBook Pro 14 Inch Space Grey,1,1999.99
2026-01-17,GA,New,Rolex Cellini Date Black Dial,1,8999.99
2026-01-17,CA,New,Plant Pot,3,44.97
2026-01-17,CA,New,Wooden Bathroom Sink With Mirror,1,799.99
2026-01-17,CA,New,Green Chili Pepper,1,0.99
2026-01-17,IL,New,Strawberry,3,11.97
2026-01-17,MO,New,Pan,1,24.99
2026-01-17,WA,VIP,Red Nail Polish,3,26.97
2026-01-17,WA,VIP,Brown Leather Belt Watch,1,89.99
2026-01-17,CA,Returning,Rice,3,17.97
2026-01-17,CA,Returning,Table Lamp,3,149.97
2026-01-17,CA,Returning,Dolce Shine Eau de,2,139.98
2026-01-17,GA,New,Red Nail Polish,1,8.99
2026-01-17,GA,New,Ice Cream,2,10.98
2026-01-17,GA,New,Mulberry,1,4.99
2026-01-17,NY,Returning,Green Chili Pepper,1,0.99
2026-01-17,TX,Returning,Fish Steak,1,14.99
2026-01-17,TX,Returning,Potatoes,3,6.87
2026-01-17,TX,Returning,Mug Tree Stand,3,47.97
2026-01-17,MO,New,Chanel Coco Noir Eau De,1,129.99
2026-01-17,MO,New,Puma Future Rider Trainers,1,89.99
2026-01-17,NY,VIP,Calvin Klein CK One,3,149.97
2026-01-17,NY,VIP,Annibale Colombo Bed,3,5699.97
2026-01-17,NY,New,Ice Cube Tray,2,11.98
2026-01-17,NY,New,Black Aluminium Cup,2,11.98
2026-01-17,NY,New,Huawei Matebook X Pro,2,2799.98
2026-01-17,FL,VIP,Citrus Squeezer Yellow,1,8.99
2026-01-17,FL,VIP,Strawberry,2,7.98
2026-01-17,FL,VIP,Puma Future Rider Trainers,1,89.99
2026-01-17,MO,VIP,Yellow Peeler,1,5.99
2026-01-17,MO,VIP,Apple MacBook Pro 14 Inch Space Grey,3,5999.97
2026-01-17,MO,VIP,Gigabyte Aorus Men Tshirt,2,49.98
2026-01-17,MO,VIP,Glass,2,9.98
2026-01-17,MO,VIP,Family Tree Photo Frame,2,59.98
2026-01-17,MO,VIP,Tissue Paper Box,3,7.47
2026-01-17,MO,VIP,Rolex Datejust,1,10999.99
2026-01-17,MO,VIP,Annibale Colombo Sofa,1,2499.99
2026-01-17,NY,New,Nike Air Jordan 1 Red And Black,3,449.97
2026-01-17,MO,New,Lenovo Yoga 920,3,3299.97
2026-01-17,MO,New,Blue & Black Check Shirt,1,29.99
2026-01-17,MO,New,Microwave Oven,3,269.97
2026-01-17,MO,Returning,Eyeshadow Palette with Mirror,2,39.98
2026-01-17,MO,Returning,Electric Stove,2,99.98
2026-01-17,IL,VIP,Annibale Colombo Bed,1,1899.99
2026-01-17,IL,VIP,Fish Steak,1,14.99
2026-01-17,TX,VIP,Eyeshadow Palette with Mirror,3,59.97
2026-01-17,TX,VIP,Knife,2,29.98
2026-01-17,TX,VIP,Huawei Matebook X Pro,2,2799.98
2026-01-17,NY,New,Plant Pot,1,14.99
2026-01-17,NY,New,Slotted Turner,1,8.99
2026-01-17,WA,Returning,Bamboo Spatula,3,23.97
2026-01-17,WA,Returning,Calvin Klein CK One,2,99.98
2026-01-17,MO,Returning,Bedside Table African Cherry,3,899.97
2026-01-17,NY,New,Protein Powder,1,19.99
2026-01-17,NY,New,Lemon,1,0.79
2026-01-17,NY,New,Mug Tree Stand,1,15.99
2026-01-17,CA,Returning,Apple MacBook Pro 14 Inch Space Grey,3,5999.97
2026-01-17,CA,Returning,Kitchen Sieve,3,23.97
2026-01-17,CA,Returning,Longines Master Collection,1,1499.99
2026-01-17,CA,Returning,Bamboo Spatula,1,7.99
2026-01-17,CA,Returning,Spice Rack,1,19.99
2026-01-17,CA,Returning,Honey Jar,3,20.97
2026-01-17,CA,Returning,Huawei Matebook X Pro,3,4199.97
2026-01-17,WA,New,Rolex Cellini Moonphase,3,38999.97
2026-01-17,MO,Returning,Decoration Swing,2,119.98
2026-01-17,MO,Returning,Boxed Blender,1,39.99
2026-01-17,CA,New,Black Whisk,1,9.99
2026-01-17,CA,New,Red Lipstick,2,25.98
2026-01-17,IL,Returning,Sports Sneakers Off White Red,3,329.97
2026-01-17,IL,Returning,Mug Tree Stand,2,31.98
2026-01-17,IL,Returning,Black Whisk,2,19.98
2026-01-17,IL,Returning,Beef Steak,1,12.99
2026-01-17,WA,Returning,Plate,1,3.99
2026-01-17,NY,New,Plant Pot,2,29.98
2026-01-17,NY,New,Ice Cream,1,5.49
2026-01-17,NY,New,Wooden Rolling Pin,1,11.99
2026-01-17,NY,New,Eyeshadow Palette with Mirror,1,19.99
2026-01-18,TX,Returning,Yellow Peeler,3,17.97
2026-01-18,TX,Returning,Silver Pot With Glass Cap,2,79.98
2026-01-18,TX,Returning,Wooden Bathroom Sink With Mirror,1,799.99
2026-01-18,GA,VIP,Family Tree Photo Frame,3,89.97
2026-01-18,GA,VIP,Longines Master Collection,1,1499.99
2026-01-18,GA,VIP,Gigabyte Aorus Men Tshirt,1,24.99
2026-01-18,GA,VIP,Hand Blender,1,34.99
2026-01-18,IL,VIP,Lunch Box,1,12.99
2026-01-18,IL,VIP,House Showpiece Plant,2,79.98
2026-01-18,IL,VIP,Grater Black,3,32.97
2026-01-18,IL,VIP,Milk,2,6.98
2026-01-18,FL,VIP,Sports Sneakers Off White & Red,3,359.97
2026-01-18,TX,Returning,Huawei Matebook X Pro,3,4199.97
2026-01-18,NY,New,Nescafe Coffee,2,15.98
2026-01-18,NY,New,Carbon Steel Wok,2,59.98
2026-01-18,TX,VIP,Rice,3,17.97
2026-01-18,TX,Returning,Pan,1,24.99
2026-01-18,MO,New,Lenovo Yoga 920,1,1099.99
2026-01-18,MO,New,Beef Steak,2,25.98
2026-01-18,MO,New,Eggs,2,5.98
2026-01-18,WA,VIP,Lemon,1,0.79
2026-01-18,WA,VIP,Dolce Shine Eau de,1,69.99
2026-01-18,WA,VIP,Soft Drinks,1,1.99
2026-01-18,WA,VIP,Ice Cream,2,10.98
2026-01-18,NY,Returning,Glass,3,14.97
2026-01-18,NY,Returning,Plate,3,11.97
2026-01-18,NY,Returning,Ice Cube Tray,1,5.99
2026-01-18,WA,New,Red Onions,1,1.99
2026-01-18,TX,New,Eggs,3,8.97
2026-01-18,TX,New,Brown Leather Belt Watch,1,89.99
2026-01-18,TX,New,Dior J'adore,1,89.99
2026-01-18,TX,Returning,Annibale Colombo Sofa,1,2499.99
2026-01-18,TX,Returning,Rolex Datejust,2,21999.98
2026-01-18,TX,Returning,Mug Tree Stand,1,15.99
2026-01-18,NY,VIP,Dog Food,3,32.97
2026-01-18,NY,VIP,Honey Jar,2,13.98
2026-01-18,CA,VIP,Soft Drinks,1,1.99
2026-01-18,CA,VIP,Nike Baseball Cleats,1,79.99
2026-01-18,WA,Returning,Strawberry,1,3.99
2026-01-18,FL,Returning,Red Tongs,3,20.97
2026-01-18,TX,VIP,Decoration Swing,1,59.99
2026-01-18,TX,VIP,Silver Pot With Glass Cap,2,79.98
2026-01-18,GA,VIP,Citrus Squeezer Yellow,1,8.99
2026-01-18,GA,VIP,Wooden Rolling Pin,2,23.98
2026-01-18,GA,VIP,Mug Tree Stand,3,47.97
2026-01-18,GA,VIP,Pan,2,49.98
2026-01-18,WA,Returning,House Showpiece Plant,1,39.99
2026-01-18,TX,Returning,Kitchen Sieve,3,23.97
2026-01-18,TX,Returning,Annibale Colombo Bed,2,3799.98
2026-01-18,GA,VIP,Cat Food,2,17.98
2026-01-18,GA,VIP,Blue & Black Check Shirt,2,59.98
2026-01-18,GA,VIP,Microwave Oven,2,179.98
2026-01-18,GA,VIP,Chanel Coco Noir Eau De,2,259.98
2026-01-18,WA,Returning,Honey Jar,1,6.99
2026-01-18,WA,Returning,Puma Future Rider Trainers,3,269.97
2026-01-19,GA,New,Nike Baseball Cleats,1,79.99
2026-01-19,GA,New,Black Aluminium Cup,1,5.99
2026-01-19,GA,New,Chopping Board,1,12.99
2026-01-19,GA,New,House Showpiece Plant,1,39.99
2026-01-19,IL,Returning,Green Chili Pepper,1,0.99
2026-01-19,IL,Returning,Fish Steak,1,14.99
2026-01-19,IL,Returning,Amazon Echo Plus,2,199.98
2026-01-19,CA,Returning,Puma Future Rider Trainers,3,269.97
2026-01-19,CA,Returning,Gucci Bloom Eau de,3,239.97
2026-01-19,CA,Returning,Bedside Table African Cherry,1,299.99
2026-01-19,CA,Returning,Huawei Matebook X Pro,3,4199.97
2026-01-19,TX,Returning,Fine Mesh Strainer,3,29.97
2026-01-19,CA,VIP,Nike Baseball Cleats,1,79.99
2026-01-19,CA,VIP,Spoon,1,4.99
2026-01-19,CA,VIP,Black Whisk,1,9.99
2026-01-19,NY,VIP,Rolex Submariner Watch,1,13999.99
2026-01-19,NY,VIP,Grater Black,3,32.97
2026-01-19,NY,VIP,Electric Stove,1,49.99
2026-01-19,NY,VIP,Cucumber,3,4.47
2026-01-19,FL,New,Decoration Swing,2,119.98
2026-01-19,FL,New,Green Bell Pepper,3,3.87
2026-01-19,FL,New,Tissue Paper Box,1,2.49
2026-01-19,FL,New,Fork,2,7.98
2026-01-19,WA,VIP,Black Aluminium Cup,2,11.98
2026-01-19,WA,VIP,Glass,1,4.99
2026-01-19,WA,VIP,Rolex Submariner Watch,3,41999.97
2026-01-19,GA,Returning,Man Plaid Shirt,1,34.99
2026-01-19,GA,Returning,Apple,3,5.97
2026-01-19,GA,Returning,New DELL XPS 13 9300 Laptop,3,4499.97
2026-01-19,GA,Returning,Fork,1,3.99
2026-01-19,WA,Returning,Apple,2,3.98
2026-01-19,TX,Returning,Red Tongs,3,20.97
2026-01-19,TX,Returning,Sports Sneakers Off White Red,3,329.97
2026-01-19,WA,New,Essence Mascara Lash Princess,3,29.97
2026-01-19,WA,New,Milk,3,10.47
2026-01-19,WA,New,Electric Stove,1,49.99
2026-01-19,FL,VIP,Spice Rack,3,59.97
2026-01-19,GA,New,Beef Steak,1,12.99
2026-01-19,GA,New,Blue & Black Check Shirt,2,59.98
2026-01-19,GA,New,Cat Food,1,8.99
2026-01-19,CA,New,Nike Baseball Cleats,1,79.99
2026-01-19,NY,New,Pan,3,74.97
2026-01-19,NY,New,Rolex Cellini Date Black Dial,3,26999.97
2026-01-19,CA,VIP,Citrus Squeezer Yellow,1,8.99
2026-01-19,TX,Returning,Mulberry,1,4.99
2026-01-19,TX,Returning,Citrus Squeezer Yellow,2,17.98
2026-01-19,TX,Returning,Red Lipstick,2,25.98
2026-01-19,TX,Returning,Ice Cube Tray,2,11.98
2026-01-19,GA,VIP,Dolce Shine Eau de,2,139.98
2026-01-19,FL,VIP,Calvin Klein CK One,3,149.97
2026-01-19,FL,VIP,Protein Powder,3,59.97
2026-01-19,FL,VIP,Rolex Datejust,2,21999.98
2026-01-19,FL,VIP,Knife,1,14.99
2026-01-19,GA,VIP,Brown Leather Belt Watch,1,89.99
2026-01-19,GA,VIP,House Showpiece Plant,1,39.99
2026-01-19,GA,VIP,Wooden Bathroom Sink With Mirror,3,2399.97
2026-01-19,IL,VIP,Men Check Shirt,3,83.97
2026-01-19,IL,VIP,Rolex Submariner Watch,1,13999.99
2026-01-19,IL,VIP,Nike Baseball Cleats,1,79.99
2026-01-19,IL,VIP,Lunch Box,3,38.97
2026-01-19,WA,Returning,Spice Rack,1,19.99
2026-01-19,WA,Returning,Red Onions,2,3.98
2026-01-19,WA,Returning,Annibale Colombo Sofa,3,7499.97
2026-01-19,WA,Returning,Slotted Turner,3,26.97
2026-01-19,NY,Returning,Powder Canister,3,44.97
2026-01-19,NY,Returning,Potatoes,1,2.29
2026-01-19,NY,Returning,Man Plaid Shirt,1,34.99
2026-01-19,MO,Returning,Puma Future Rider Trainers,1,89.99
2026-01-19,MO,Returning,Beef Steak,3,38.97
2026-01-19,MO,Returning,Slotted Turner,2,17.98
2026-01-19,MO,Returning,Green Chili Pepper,3,2.97
2026-01-19,MO,New,Grater Black,2,21.98
2026-01-19,MO,New,Cooking Oil,2,9.98
2026-01-19,MO,New,Lunch Box,2,25.98
2026-01-19,MO,New,Kitchen Sieve,1,7.99
2026-01-19,GA,VIP,Man Plaid Shirt,1,34.99
2026-01-19,GA,VIP,Rolex Submariner Watch,3,41999.97
2026-01-19,GA,VIP,Ice Cube Tray,2,11.98
2026-01-19,GA,VIP,Lenovo Yoga 920,3,3299.97
2026-01-19,CA,VIP,Man Short Sleeve Shirt,3,59.97
2026-01-19,CA,VIP,Essence Mascara Lash Princess,1,9.99
2026-01-19,CA,VIP,Gucci Bloom Eau de,3,239.97
2026-01-19,CA,VIP,Red Tongs,2,13.98
2026-01-19,NY,VIP,Nescafe Coffee,1,7.99
2026-01-19,NY,VIP,Mug Tree Stand,2,31.98
2026-01-19,GA,New,Chanel Coco Noir Eau De,2,259.98
2026-01-19,WA,Returning,Black Aluminium Cup,2,11.98
2026-01-19,IL,VIP,Kitchen Sieve,3,23.97
2026-01-19,IL,VIP,Tray,2,33.98
2026-01-19,IL,VIP,Slotted Turner,1,8.99
2026-01-19,IL,VIP,Cat Food,3,26.97
2026-01-19,GA,VIP,Amazon Echo Plus,1,99.99
2026-01-19,GA,VIP,Black Whisk,2,19.98
2026-01-19,GA,VIP,Cooking Oil,3,14.97
2026-01-19,TX,VIP,Microwave Oven,1,89.99
2026-01-19,TX,VIP,Rice,1,5.99
2026-01-19,CA,New,Microwave Oven,1,89.99
2026-01-19,CA,New,Beef Steak,3,38.97
2026-01-19,NY,New,Protein Powder,2,39.98
2026-01-19,NY,New,Essence Mascara Lash Princess,1,9.99
2026-01-19,NY,New,Knife,1,14.99
2026-01-19,NY,New,Citrus Squeezer Yellow,2,17.98
2026-01-19,NY,New,Longines Master Collection,3,4499.97
2026-01-19,TX,Returning,Potatoes,2,4.58
2026-01-19,TX,Returning,Apple Airpods,1,129.99
2026-01-19,IL,New,Green Chili Pepper,3,2.97
2026-01-19,IL,New,Milk,3,10.47
2026-01-19,IL,New,Rice,1,5.99
2026-01-19,IL,New,Man Short Sleeve Shirt,1,19.99
2026-01-19,CA,VIP,Family Tree Photo Frame,2,59.98
2026-01-19,GA,New,Boxed Blender,1,39.99
2026-01-19,MO,New,Glass,1,4.99
2026-01-19,IL,New,Brown Leather Belt Watch,3,269.97
2026-01-19,IL,New,Mulberry,2,9.98
2026-01-19,NY,New,Honey Jar,2,13.98
2026-01-19,NY,New,Tray,2,33.98
2026-01-19,IL,Returning,Citrus Squeezer Yellow,3,26.97
2026-01-19,IL,Returning,Yellow Peeler,2,11.98
2026-01-19,IL,Returning,Rolex Cellini Date Black Dial,2,17999.98
2026-01-19,IL,Returning,Red Onions,3,5.97
2026-01-19,GA,New,Mug Tree Stand,2,31.98
2026-01-19,GA,New,Boxed Blender,3,119.97
2026-01-19,NY,New,Hand Blender,2,69.98
2026-01-19,NY,New,Mulberry,2,9.98
2026-01-19,GA,Returning,Strawberry,3,11.97
2026-01-19,GA,Returning,Chanel Coco Noir Eau De,2,259.98
2026-01-19,GA,Returning,Potatoes,3,6.87
2026-01-19,GA,Returning,Tissue Paper Box,3,7.47
2026-01-19,FL,VIP,Eggs,1,2.99
2026-01-19,FL,VIP,Powder Canister,2,29.98
2026-01-19,CA,VIP,Silver Pot With Glass Cap,3,119.97
2026-01-19,CA,VIP,Egg Slicer,1,6.99
2026-01-19,CA,VIP,Sports Sneakers Off White Red,2,219.98
2026-01-19,CA,VIP,Longines Master Collection,2,2999.98
2026-01-19,NY,New,Puma Future Rider Trainers,1,89.99
2026-01-19,NY,VIP,Family Tree Photo Frame,1,29.99
2026-01-19,NY,VIP,Strawberry,1,3.99
2026-01-19,MO,New,Soft Drinks,2,3.98
2026-01-19,MO,New,Honey Jar,1,6.99
2026-01-19,MO,New,Chopping Board,2,25.98
2026-01-19,NY,Returning,Knife,1,14.99
2026-01-19,NY,Returning,Kiwi,1,2.49
2026-01-19,FL,Returning,Knife,2,29.98
2026-01-19,MO,New,Chicken Meat,2,19.98
2026-01-19,MO,New,Nike Baseball Cleats,1,79.99
2026-01-19,MO,VIP,Spice Rack,1,19.99
2026-01-19,MO,VIP,Cucumber,1,1.49
2026-01-19,MO,New,Microwave Oven,3,269.97
2026-01-19,MO,New,Silver Pot With Glass Cap,3,119.97
2026-01-19,MO,New,Lemon,2,1.58
2026-01-19,MO,New,Glass,1,4.99
2026-01-19,TX,VIP,Knoll Saarinen Executive Conference Chair,3,1499.97
2026-01-19,TX,VIP,Fork,2,7.98
2026-01-19,IL,New,Apple Airpods,2,259.98
2026-01-19,IL,New,Man Short Sleeve Shirt,2,39.98
2026-01-19,IL,New,Wooden Bathroom Sink With Mirror,1,799.99
2026-01-19,CA,VIP,Citrus Squeezer Yellow,2,17.98
2026-01-19,CA,VIP,Soft Drinks,2,3.98
2026-01-19,CA,VIP,Pan,3,74.97
2026-01-19,CA,VIP,Gigabyte Aorus Men Tshirt,1,24.99
2026-01-19,TX,Returning,Nike Air Jordan 1 Red And Black,1,149.99
2026-01-19,TX,Returning,Family Tree Photo Frame,1,29.99
2026-01-19,TX,Returning,Apple,3,5.97
2026-01-19,TX,Returning,Mug Tree Stand,2,31.98
2026-01-19,NY,New,Powder Canister,2,29.98
2026-01-19,MO,Returning,Fine Mesh Strainer,3,29.97
2026-01-19,MO,Returning,Red Nail Polish,3,26.97
2026-01-19,WA,New,Longines Master Collection,3,4499.97
2026-01-19,WA,New,Rice,2,11.98
2026-01-19,IL,New,Longines Master Collection,2,2999.98
2026-01-19,IL,New,Green Chili Pepper,1,0.99
2026-01-19,IL,New,Knife,1,14.99
2026-01-19,IL,New,Sports Sneakers Off White & Red,1,119.99
2026-01-19,MO,New,Yellow Peeler,2,11.98
2026-01-19,MO,New,Men Check Shirt,1,27.99
2026-01-19,MO,New,Red Onions,2,3.98
2026-01-19,MO,New,Brown Leather Belt Watch,3,269.97
2026-01-19,IL,VIP,Chopping Board,1,12.99
2026-01-19,IL,VIP,Eggs,1,2.99
2026-01-19,IL,VIP,Powder Canister,2,29.98
2026-01-19,IL,VIP,New DELL XPS 13 9300 Laptop,2,2999.98
2026-01-19,MO,New,Cat Food,2,17.98
2026-01-19,MO,New,Fine Mesh Strainer,1,9.99
2026-01-19,MO,New,Apple Airpods,1,129.99
2026-01-19,MO,New,Asus Zenbook Pro Dual Screen Laptop,3,5399.97
2026-01-19,MO,New,Carbon Steel Wok,2,59.98
2026-01-19,MO,New,Dog Food,3,32.97
2026-01-20,CA,VIP,Juice,2,7.98
2026-01-20,CA,VIP,Grater Black,2,21.98
2026-01-20,MO,VIP,Black Whisk,1,9.99
2026-01-20,IL,Returning,Apple MacBook Pro 14 Inch Space Grey,3,5999.97
2026-01-20,IL,New,Dog Food,3,32.97
2026-01-20,IL,New,Table Lamp,1,49.99
2026-01-20,IL,New,Green Chili Pepper,2,1.98
2026-01-20,CA,VIP,Lenovo Yoga 920,1,1099.99
2026-01-20,IL,New,Mulberry,1,4.99
2026-01-20,IL,New,Red Onions,3,5.97
2026-01-20,FL,VIP,Mulberry,2,9.98
2026-01-20,WA,VIP,Black Aluminium Cup,1,5.99
2026-01-20,WA,VIP,Lunch Box,2,25.98
2026-01-20,TX,Returning,Cooking Oil,1,4.99
2026-01-20,TX,Returning,Fine Mesh Strainer,1,9.99
2026-01-20,WA,Returning,Carbon Steel Wok,3,89.97
2026-01-20,NY,New,Rolex Cellini Moonphase,2,25999.98
2026-01-20,NY,New,Lemon,1,0.79
2026-01-20,GA,VIP,Cooking Oil,2,9.98
2026-01-20,GA,VIP,Black Aluminium Cup,1,5.99
2026-01-20,FL,New,Powder Canister,2,29.98
2026-01-20,FL,New,Longines Master Collection,2,2999.98
2026-01-20,FL,New,Fish Steak,3,44.97
2026-01-20,FL,New,Nike Air Jordan 1 Red And Black,2,299.98
2026-01-20,GA,VIP,Mulberry,3,14.97
2026-01-20,FL,VIP,Kitchen Sieve,1,7.99
2026-01-20,FL,VIP,Rolex Cellini Moonphase,1,12999.99
2026-01-20,FL,VIP,Apple,1,1.99
2026-01-20,FL,VIP,Chicken Meat,2,19.98
2026-01-20,WA,VIP,Spice Rack,1,19.99
2026-01-20,WA,VIP,Fish Steak,1,14.99
2026-01-20,NY,Returning,Knife,2,29.98
2026-01-20,NY,Returning,Essence Mascara Lash Princess,1,9.99
2026-01-20,NY,New,Carbon Steel Wok,2,59.98
2026-01-20,NY,New,Cucumber,3,4.47
2026-01-20,NY,New,Bedside Table African Cherry,3,899.97
2026-01-20,GA,VIP,House Showpiece Plant,3,119.97
2026-01-20,GA,VIP,Men Check Shirt,2,55.98
2026-01-20,GA,VIP,Sports Sneakers Off White & Red,2,239.98
2026-01-20,GA,VIP,Strawberry,3,11.97
2026-01-20,WA,Returning,Man Short Sleeve Shirt,2,39.98
2026-01-20,WA,Returning,Black Aluminium Cup,2,11.98
2026-01-20,WA,Returning,Ice Cube Tray,1,5.99
2026-01-20,FL,Returning,Black Whisk,3,29.97
2026-01-20,FL,Returning,Gigabyte Aorus Men Tshirt,2,49.98
2026-01-20,FL,Returning,Fine Mesh Strainer,2,19.98
2026-01-20,FL,Returning,Nike Baseball Cleats,3,239.97
2026-01-20,CA,New,Hand Blender,1,34.99
2026-01-20,CA,New,Soft Drinks,3,5.97
2026-01-20,CA,New,Cat Food,3,26.97
2026-01-20,CA,New,Knoll Saarinen Executive Conference Chair,1,499.99
2026-01-20,NY,Returning,Slotted Turner,1,8.99
2026-01-20,IL,VIP,Rolex Submariner Watch,3,41999.97
2026-01-20,CA,VIP,Family Tree Photo Frame,3,89.97
2026-01-20,CA,VIP,Kitchen Sieve,2,15.98
2026-01-20,CA,VIP,Table Lamp,1,49.99
2026-01-21,MO,Returning,Strawberry,2,7.98
2026-01-21,MO,Returning,Gigabyte Aorus Men Tshirt,3,74.97
2026-01-21,NY,Returning,Boxed Blender,3,119.97
2026-01-21,WA,New,Annibale Colombo Sofa,1,2499.99
2026-01-21,WA,New,Chicken Meat,3,29.97
2026-01-21,WA,New,House Showpiece Plant,1,39.99
2026-01-21,TX,Returning,Red Tongs,2,13.98
2026-01-21,TX,Returning,Microwave Oven,3,269.97
2026-01-21,TX,Returning,Plate,1,3.99
2026-01-21,TX,Returning,Rolex Datejust,2,21999.98
2026-01-21,FL,Returning,Calvin Klein CK One,2,99.98
2026-01-21,FL,Returning,Men Check Shirt,3,83.97
2026-01-21,FL,Returning,Man Short Sleeve Shirt,2,39.98
2026-01-21,WA,Returning,Fine Mesh Strainer,1,9.99
2026-01-21,WA,Returning,Potatoes,1,2.29
2026-01-21,WA,Returning,Bedside Table African Cherry,1,299.99
2026-01-21,FL,Returning,Boxed Blender,3,119.97
2026-01-21,FL,Returning,Bedside Table African Cherry,2,599.98
2026-01-21,FL,Returning,Protein Powder,3,59.97
2026-01-21,FL,Returning,Black Aluminium Cup,3,17.97
2026-01-21,TX,VIP,Essence Mascara Lash Princess,2,19.98
2026-01-21,TX,VIP,Kitchen Sieve,3,23.97
2026-01-21,TX,VIP,Lunch Box,3,38.97
2026-01-21,TX,VIP,Silver Pot With Glass Cap,3,119.97
2026-01-21,CA,Returning,Lenovo Yoga 920,1,1099.99
2026-01-21,MO,New,Sports Sneakers Off White & Red,3,359.97
2026-01-21,IL,Returning,Soft Drinks,3,5.97
2026-01-21,IL,Returning,Grater Black,3,32.97
2026-01-21,IL,Returning,Rolex Submariner Watch,2,27999.98
2026-01-21,IL,Returning,Green Chili Pepper,3,2.97
2026-01-21,GA,VIP,Hand Blender,2,69.98
2026-01-21,GA,VIP,Longines Master Collection,1,1499.99
2026-01-21,GA,VIP,Mug Tree Stand,3,47.97
2026-01-21,GA,VIP,Rolex Cellini Moonphase,1,12999.99
2026-01-21,MO,New,Rolex Cellini Date Black Dial,1,8999.99
2026-01-21,GA,New,Brown Leather Belt Watch,3,269.97
2026-01-21,GA,New,Red Tongs,2,13.98
2026-01-21,GA,New,Ice Cube Tray,3,17.97
2026-01-21,MO,Returning,Blue & Black Check Shirt,3,89.97
2026-01-21,MO,Returning,Rolex Datejust,3,32999.97
2026-01-21,MO,Returning,Annibale Colombo Sofa,1,2499.99
2026-01-21,WA,New,Egg Slicer,3,20.97
2026-01-21,MO,Returning,Tissue Paper Box,3,7.47
2026-01-21,MO,Returning,Black Aluminium Cup,3,17.97
2026-01-21,MO,VIP,Beef Steak,1,12.99
2026-01-21,GA,New,Rolex Cellini Date Black Dial,3,26999.97
2026-01-21,GA,New,Pan,2,49.98
2026-01-21,GA,New,Green Bell Pepper,3,3.87
2026-01-21,GA,New,Powder Canister,3,44.97
2026-01-21,TX,New,Microwave Oven,2,179.98
2026-01-21,NY,New,Brown Leather Belt Watch,1,89.99
2026-01-21,NY,New,Lunch Box,3,38.97
2026-01-21,NY,New,Men Check Shirt,1,27.99
2026-01-21,MO,New,Mug Tree Stand,2,31.98
2026-01-21,MO,New,Microwave Oven,1,89.99
2026-01-21,MO,New,Lemon,1,0.79
2026-01-21,MO,New,Tray,2,33.98
2026-01-21,IL,Returning,Green Chili Pepper,3,2.97
2026-01-21,IL,Returning,Nike Baseball Cleats,1,79.99
2026-01-21,IL,Returning,Kitchen Sieve,2,15.98
2026-01-21,IL,Returning,Wooden Bathroom Sink With Mirror,3,2399.97
2026-01-21,GA,Returning,Amazon Echo Plus,1,99.99
2026-01-21,GA,Returning,Honey Jar,3,20.97
