order_item_id,order_id,product_id,quantity,unit_price,total_price
4809,1944,70,2,6.99,13.98
4810,1944,40,1,3.99,3.99
4811,1945,63,1,7.99,7.99
4812,1945,54,3,8.99,26.97
4813,1945,53,2,12.99,25.98
4814,1946,79,1,1799.99,1799.99
4815,1947,69,3,3.99,11.97
4816,1947,22,2,10.99,21.98
4817,1947,58,3,3.99,11.97
4818,1947,55,3,6.99,20.97
4819,1948,44,1,29.99,29.99
4820,1948,22,2,10.99,21.98
4821,1948,81,1,1099.99,1099.99
4822,1948,40,1,3.99,3.99
4823,1949,87,2,27.99,55.98
4824,1949,75,1,16.99,16.99
4825,1949,73,1,19.99,19.99
4826,1949,97,1,10999.99,10999.99
4827,1950,35,2,2.29,4.58
4828,1950,29,2,3.99,7.98
4829,1950,63,3,7.99,23.97
4830,1950,59,1,4.99,4.99
4831,1951,4,3,12.99,38.97
4832,1952,91,2,119.99,239.98
4833,1952,4,2,12.99,25.98
4834,1952,92,1,109.99,109.99
4835,1952,93,3,89.99,269.97
4836,1953,9,2,69.99,139.98
4837,1953,86,3,19.99,59.97
4838,1953,73,2,19.99,39.98
4839,1953,41,3,2.49,7.47
4840,1954,56,3,49.99,149.97
4841,1954,88,2,149.99,299.98
4842,1954,13,3,299.99,899.97
4843,1955,58,2,3.99,7.98
4844,1955,91,2,119.99,239.98
4845,1956,20,1,4.99,4.99
4846,1956,38,3,5.99,17.97
4847,1956,28,3,5.49,16.47
4848,1957,27,3,6.99,20.97
4849,1957,26,2,0.99,1.98
4850,1957,61,3,34.99,104.97
4851,1958,50,2,9.99,19.98
4852,1958,12,2,2499.99,4999.98
4853,1958,23,1,2.99,2.99
4854,1959,64,1,14.99,14.99
4855,1959,83,1,29.99,29.99
4856,1959,98,3,13999.99,41999.97
4857,1960,48,2,7.99,15.98
4858,1960,25,1,1.29,1.29
4859,1960,11,3,1899.99,5699.97
4860,1961,55,2,6.99,13.98
4861,1961,88,2,149.99,299.98
4862,1962,2,3,19.99,59.97
4863,1962,38,1,5.99,5.99
4864,1962,96,3,12999.99,38999.97
4865,1963,61,3,34.99,104.97
4866,1963,68,2,24.99,49.98
4867,1964,10,1,79.99,79.99
4868,1965,78,3,1999.99,5999.97
4869,1965,72,1,8.99,8.99
4870,1966,19,3,9.99,29.97
4871,1966,21,3,1.49,4.47
4872,1966,62,3,5.99,17.97
4873,1966,10,2,79.99,159.98
4874,1967,29,2,3.99,7.98
4875,1967,8,1,89.99,89.99
4876,1967,19,3,9.99,29.97
4877,1968,16,2,1.99,3.98
4878,1968,67,2,15.99,31.98
4879,1969,67,1,15.99,15.99
4880,1969,31,1,0.79,0.79
4881,1969,14,2,499.99,999.98
4882,1969,96,3,12999.99,38999.97
4883,1970,9,1,69.99,69.99
4884,1970,54,1,8.99,8.99
4885,1971,72,1,8.99,8.99
4886,1972,11,1,1899.99,1899.99
4887,1972,7,2,129.99,259.98
4888,1972,3,1,14.99,14.99
4889,1972,18,3,8.99,26.97
4890,1973,81,3,1099.99,3299.97
4891,1974,15,1,799.99,799.99
4892,1975,70,3,6.99,20.97
4893,1976,12,1,2499.99,2499.99
4894,1976,35,1,2.29,2.29
4895,1977,12,3,2499.99,7499.97
4896,1977,51,1,39.99,39.99
4897,1978,11,3,1899.99,5699.97
4898,1978,95,3,8999.99,26999.97
4899,1978,90,3,89.99,269.97
4900,1979,22,1,10.99,10.99
4901,1979,97,1,10999.99,10999.99
4902,1979,12,3,2499.99,7499.97
4903,1980,67,1,15.99,15.99
4904,1980,65,3,12.99,38.97
4905,1980,76,3,11.99,35.97
4906,1980,10,2,79.99,159.98
4907,1981,12,1,2499.99,2499.99
4908,1982,48,2,7.99,15.98
4909,1982,11,1,1899.99,1899.99
4910,1982,83,3,29.99,89.97
4911,1983,14,2,499.99,999.98
4912,1983,70,2,6.99,13.98
4913,1984,77,3,5.99,17.97
4914,1984,16,3,1.99,5.97
4915,1984,85,1,34.99,34.99
4916,1984,12,1,2499.99,2499.99
4917,1985,52,2,29.99,59.98
4918,1985,86,3,19.99,59.97
4919,1985,93,1,89.99,89.99
4920,1986,29,2,3.99,7.98
4921,1986,41,3,2.49,7.47
4922,1986,50,3,9.99,29.97
4923,1986,85,3,34.99,104.97
4924,1987,13,3,299.99,899.97
4925,1987,88,1,149.99,149.99
4926,1987,55,2,6.99,13.98
4927,1987,83,1,29.99,29.99
4928,1988,39,2,1.99,3.98
4929,1988,99,3,99.99,299.97
4930,1988,58,2,3.99,7.98
4931,1988,44,3,29.99,89.97
4932,1989,31,1,0.79,0.79
4933,1989,73,1,19.99,19.99
4934,1989,15,2,799.99,1599.98
4935,1989,58,1,3.99,3.99
4936,1990,42,2,0.99,1.98
4937,1991,100,3,129.99,389.97
4938,1991,62,2,5.99,11.98
4939,1991,92,2,109.99,219.98
4940,1991,36,3,19.99,59.97
4941,1992,21,2,1.49,2.98
4942,1992,33,1,4.99,4.99
4943,1993,74,3,4.99,14.97
4944,1994,59,1,4.99,4.99
4945,1994,12,2,2499.99,4999.98
4946,1994,87,2,27.99,55.98
4947,1995,91,2,119.99,239.98
4948,1995,28,3,5.49,16.47
4949,1995,37,2,1.99,3.98
4950,1995,4,2,12.99,25.98
4951,1996,85,2,34.99,69.98
4952,1996,74,1,4.99,4.99
4953,1996,15,1,799.99,799.99
4954,1996,22,2,10.99,21.98
4955,1997,21,2,1.49,2.98
4956,1997,74,2,4.99,9.98
4957,1998,89,2,79.99,159.98
4958,1998,38,1,5.99,5.99
4959,1998,65,1,12.99,12.99
4960,1999,57,1,9.99,9.99
4961,2000,76,1,11.99,11.99
4962,2000,60,2,10.99,21.98
4963,2001,81,3,1099.99,3299.97
4964,2001,21,1,1.49,1.49
4965,2002,4,2,12.99,25.98
4966,2002,18,2,8.99,17.98
4967,2002,71,3,39.99,119.97
4968,2003,19,3,9.99,29.97
4969,2003,10,3,79.99,239.97
4970,2003,58,2,3.99,7.98
4971,2004,19,1,9.99,9.99
4972,2004,76,3,11.99,35.97
4973,2005,76,3,11.99,35.97
4974,2006,89,3,79.99,239.97
4975,2007,21,2,1.49,2.98
4976,2007,70,1,6.99,6.99
4977,2008,31,1,0.79,0.79
4978,2009,68,1,24.99,24.99
4979,2009,24,2,14.99,29.98
4980,2010,21,3,1.49,4.47
4981,2010,11,1,1899.99,1899.99
4982,2010,25,3,1.29,3.87
4983,2011,53,2,12.99,25.98
4984,2011,23,3,2.99,8.97
4985,2012,93,1,89.99,89.99
4986,2013,77,3,5.99,17.97
4987,2013,68,3,24.99,74.97
4988,2013,50,1,9.99,9.99
4989,2013,91,1,119.99,119.99
4990,2014,67,1,15.99,15.99
4991,2014,76,1,11.99,11.99
4992,2014,61,2,34.99,69.98
4993,2015,45,3,39.99,119.97
4994,2015,49,2,5.99,11.98
4995,2015,19,3,9.99,29.97
4996,2015,56,1,49.99,49.99
4997,2016,30,3,2.49,7.47
4998,2016,8,1,89.99,89.99
4999,2017,33,1,4.99,4.99
5000,2017,2,2,19.99,39.98
5001,2017,25,3,1.29,3.87
5002,2017,77,2,5.99,11.98
5003,2018,78,3,1999.99,5999.97
5004,2018,72,2,8.99,17.98
5005,2018,39,2,1.99,3.98
5006,2018,96,2,12999.99,25999.98
5007,2019,80,1,1399.99,1399.99
5008,2019,26,3,0.99,2.97
5009,2019,81,3,1099.99,3299.97
5010,2019,4,1,12.99,12.99
5011,2020,60,1,10.99,10.99
5012,2020,7,3,129.99,389.97
5013,2021,74,1,4.99,4.99
5014,2021,26,2,0.99,1.98
5015,2022,93,2,89.99,179.98
5016,2022,50,1,9.99,9.99
5017,2023,10,2,79.99,159.98
5018,2023,90,3,89.99,269.97
5019,2023,35,1,2.29,2.29
5020,2023,62,1,5.99,5.99
5021,2024,8,3,89.99,269.97
5022,2024,67,3,15.99,47.97
5023,2025,78,2,1999.99,3999.98
5024,2026,21,2,1.49,2.98
5025,2026,10,1,79.99,79.99
5026,2026,5,1,8.99,8.99
5027,2026,69,2,3.99,7.98
5028,2027,53,3,12.99,38.97
5029,2027,64,3,14.99,44.97
5030,2028,81,1,1099.99,1099.99
5031,2028,84,2,24.99,49.98
5032,2028,87,2,27.99,55.98
5033,2029,82,3,1499.99,4499.97
5034,2029,73,1,19.99,19.99
5035,2029,50,1,9.99,9.99
5036,2030,53,2,12.99,25.98
5037,2030,1,3,9.99,29.97
5038,2031,18,3,8.99,26.97
5039,2031,62,3,5.99,17.97
5040,2032,17,1,12.99,12.99
5041,2032,9,3,69.99,209.97
5042,2032,59,1,4.99,4.99
5043,2033,50,2,9.99,19.98
5044,2033,85,1,34.99,34.99
5045,2034,83,1,29.99,29.99
5046,2034,48,3,7.99,23.97
5047,2034,67,2,15.99,31.98
5048,2034,79,2,1799.99,3599.98
5049,2035,29,3,3.99,11.97
5050,2036,77,1,5.99,5.99
5051,2036,61,3,34.99,104.97
5052,2037,7,3,129.99,389.97
5053,2037,82,1,1499.99,1499.99
5054,2037,20,2,4.99,9.98
5055,2038,54,3,8.99,26.97
5056,2038,91,3,119.99,359.97
5057,2039,93,1,89.99,89.99
5058,2039,11,3,1899.99,5699.97
5059,2039,55,2,6.99,13.98
5060,2039,41,3,2.49,7.47
5061,2040,67,1,15.99,15.99
5062,2040,78,2,1999.99,3999.98
5063,2041,38,2,5.99,11.98
5064,2042,47,1,49.99,49.99
5065,2042,15,1,799.99,799.99
5066,2043,95,3,8999.99,26999.97
5067,2043,98,3,13999.99,41999.97
5068,2044,64,2,14.99,29.98
5069,2044,74,3,4.99,14.97
5070,2044,38,2,5.99,11.98
5071,2045,28,1,5.49,5.49
5072,2045,90,2,89.99,179.98
5073,2046,12,3,2499.99,7499.97
5074,2047,77,1,5.99,5.99
5075,2047,8,2,89.99,179.98
5076,2047,72,3,8.99,26.97
5077,2047,100,1,129.99,129.99
5078,2048,80,2,1399.99,2799.98
5079,2048,73,2,19.99,39.98
5080,2049,82,1,1499.99,1499.99
5081,2050,88,1,149.99,149.99
5082,2050,67,3,15.99,47.97
5083,2051,30,2,2.49,4.98
5084,2051,8,3,89.99,269.97
5085,2052,62,1,5.99,5.99
5086,2052,34,1,7.99,7.99
5087,2052,2,3,19.99,59.97
5088,2053,51,2,39.99,79.98
5089,2053,61,2,34.99,69.98
5090,2053,79,1,1799.99,1799.99
5091,2054,3,3,14.99,44.97
5092,2054,42,2,0.99,1.98
5093,2054,95,2,8999.99,17999.98
5094,2055,42,1,0.99,0.99
5095,2055,99,2,99.99,199.98
5096,2055,83,3,29.99,89.97
5097,2056,35,1,2.29,2.29
5098,2056,34,1,7.99,7.99
5099,2057,91,3,119.99,359.97
5100,2057,12,2,2499.99,4999.98
5101,2057,9,1,69.99,69.99
5102,2057,32,2,3.49,6.98
5103,2058,27,2,6.99,13.98
5104,2058,56,3,49.99,149.97
5105,2058,76,3,11.99,35.97
5106,2059,27,3,6.99,20.97
5107,2059,40,2,3.99,7.98
5108,2059,22,1,10.99,10.99
5109,2060,46,3,14.99,44.97
5110,2060,21,1,1.49,1.49
5111,2060,11,2,1899.99,3799.98
5112,2061,36,1,19.99,19.99
5113,2062,96,1,12999.99,12999.99
5114,2062,82,1,1499.99,1499.99
5115,2062,76,2,11.99,23.98
5116,2063,28,2,5.49,10.98
5117,2063,87,1,27.99,27.99
5118,2064,18,2,8.99,17.98
5119,2064,4,2,12.99,25.98
5120,2065,28,2,5.49,10.98
5121,2065,19,2,9.99,19.98
5122,2065,44,2,29.99,59.98
5123,2065,31,1,0.79,0.79
5124,2066,68,1,24.99,24.99
5125,2066,51,2,39.99,79.98
5126,2066,98,1,13999.99,13999.99
5127,2066,92,2,109.99,219.98
5128,2067,19,1,9.99,9.99
5129,2067,8,3,89.99,269.97
5130,2068,35,1,2.29,2.29
5131,2068,97,3,10999.99,32999.97
5132,2068,11,2,1899.99,3799.98
5133,2069,72,1,8.99,8.99
5134,2069,53,2,12.99,25.98
5135,2069,69,3,3.99,11.97
5136,2070,39,1,1.99,1.99
5137,2071,92,3,109.99,329.97
5138,2072,57,3,9.99,29.97
5139,2072,67,3,15.99,47.97
5140,2073,86,2,19.99,39.98
5141,2074,22,3,10.99,32.97
5142,2074,32,3,3.49,10.47
5143,2074,46,1,14.99,14.99
5144,2074,62,3,5.99,17.97
5145,2075,95,1,8999.99,8999.99
5146,2075,72,1,8.99,8.99
5147,2075,69,3,3.99,11.97
5148,2076,65,1,12.99,12.99
5149,2077,89,1,79.99,79.99
5150,2078,92,3,109.99,329.97
5151,2078,11,1,1899.99,1899.99
5152,2079,63,3,7.99,23.97
5153,2079,43,3,59.99,179.97
5154,2080,21,2,1.49,2.98
5155,2080,41,1,2.49,2.49
5156,2080,36,3,19.99,59.97
5157,2080,1,1,9.99,9.99
5158,2081,49,1,5.99,5.99
5159,2081,72,2,8.99,17.98
5160,2082,9,2,69.99,139.98
5161,2083,15,3,799.99,2399.97
5162,2083,100,2,129.99,259.98
5163,2084,8,1,89.99,89.99
5164,2085,8,1,89.99,89.99
5165,2085,90,2,89.99,179.98
5166,2086,53,3,12.99,38.97
5167,2086,7,1,129.99,129.99
5168,2086,35,3,2.29,6.87
5169,2087,57,3,9.99,29.97
5170,2087,17,3,12.99,38.97
5171,2087,44,1,29.99,29.99
5172,2087,71,3,39.99,119.97
5173,2088,15,1,799.99,799.99
5174,2088,64,2,14.99,29.98
5175,2088,53,2,12.99,25.98
5176,2089,90,2,89.99,179.98
5177,2089,25,2,1.29,2.58
5178,2089,44,1,29.99,29.99
5179,2090,40,2,3.99,7.98
5180,2090,63,1,7.99,7.99
5181,2090,97,2,10999.99,21999.98
5182,2090,41,3,2.49,7.47
5183,2091,67,1,15.99,15.99
5184,2092,88,3,149.99,449.97
5185,2092,98,3,13999.99,41999.97
5186,2092,2,1,19.99,19.99
5187,2093,92,1,109.99,109.99
5188,2093,23,1,2.99,2.99
5189,2094,90,1,89.99,89.99
5190,2094,26,1,0.99,0.99
5191,2095,18,3,8.99,26.97
5192,2095,56,2,49.99,99.98
5193,2096,44,3,29.99,89.97
5194,2096,70,3,6.99,20.97
5195,2097,57,3,9.99,29.97
5196,2097,75,2,16.99,33.98
5197,2097,8,1,89.99,89.99
5198,2097,78,1,1999.99,1999.99
5199,2098,47,1,49.99,49.99
5200,2098,83,3,29.99,89.97
5201,2098,35,3,2.29,6.87
5202,2098,72,1,8.99,8.99
5203,2099,10,2,79.99,159.98
5204,2099,38,1,5.99,5.99
5205,2099,18,1,8.99,8.99
5206,2099,80,1,1399.99,1399.99
5207,2100,59,1,4.99,4.99
5208,2100,23,1,2.99,2.99
5209,2101,89,2,79.99,159.98
5210,2101,32,1,3.49,3.49
5211,2102,44,3,29.99,89.97
5212,2102,2,3,19.99,59.97
5213,2102,59,1,4.99,4.99
5214,2102,83,2,29.99,59.98
5215,2103,93,2,89.99,179.98
5216,2103,11,3,1899.99,5699.97
5217,2103,57,1,9.99,9.99
5218,2104,46,3,14.99,44.97
5219,2104,92,2,109.99,219.98
5220,2104,50,2,9.99,19.98
5221,2104,59,1,4.99,4.99
5222,2105,3,3,14.99,44.97
5223,2105,89,1,79.99,79.99
5224,2105,43,2,59.99,119.98
5225,2106,85,1,34.99,34.99
5226,2106,99,2,99.99,199.98
5227,2106,82,1,1499.99,1499.99
5228,2107,22,1,10.99,10.99
5229,2108,50,3,9.99,29.97
5230,2108,76,1,11.99,11.99
5231,2109,48,1,7.99,7.99
5232,2110,97,2,10999.99,21999.98
5233,2111,39,2,1.99,3.98
5234,2112,66,1,89.99,89.99
5235,2112,31,2,0.79,1.58
5236,2112,50,2,9.99,19.98
5237,2112,8,2,89.99,179.98
5238,2113,92,2,109.99,219.98
5239,2114,23,2,2.99,5.98
5240,2115,16,3,1.99,5.97
5241,2115,6,2,49.99,99.98
5242,2116,14,2,499.99,999.98
5243,2116,35,3,2.29,6.87
5244,2116,61,3,34.99,104.97
5245,2117,68,2,24.99,49.98
5246,2118,81,1,1099.99,1099.99
5247,2118,51,1,39.99,39.99
5248,2118,93,2,89.99,179.98
5249,2118,23,2,2.99,5.98
5250,2119,46,2,14.99,29.98
5251,2120,1,3,9.99,29.97
5252,2120,69,3,3.99,11.97
5253,2120,49,1,5.99,5.99
5254,2120,86,3,19.99,59.97
5255,2121,11,1,1899.99,1899.99
5256,2121,33,2,4.99,9.98
5257,2121,18,1,8.99,8.99
5258,2122,2,2,19.99,39.98
5259,2122,38,2,5.99,11.98
5260,2122,44,1,29.99,29.99
5261,2122,71,2,39.99,79.98
5262,2123,47,1,49.99,49.99
5263,2123,57,2,9.99,19.98
5264,2123,82,2,1499.99,2999.98
5265,2124,42,2,0.99,1.98
5266,2124,5,1,8.99,8.99
5267,2124,55,1,6.99,6.99
5268,2124,99,1,99.99,99.99
5269,2125,95,3,8999.99,26999.97
5270,2125,55,3,6.99,20.97
5271,2125,25,2,1.29,2.58
5272,2125,3,1,14.99,14.99
5273,2126,92,1,109.99,109.99
5274,2126,13,3,299.99,899.97
5275,2127,2,3,19.99,59.97
5276,2127,84,3,24.99,74.97
5277,2127,23,1,2.99,2.99
5278,2127,100,3,129.99,389.97
5279,2128,49,2,5.99,11.98
5280,2128,59,3,4.99,14.97
5281,2128,10,3,79.99,239.97
5282,2129,58,1,3.99,3.99
5283,2130,41,2,2.49,4.98
5284,2131,86,2,19.99,39.98
5285,2131,65,3,12.99,38.97
5286,2131,33,3,4.99,14.97
5287,2131,62,3,5.99,17.97
5288,2132,12,1,2499.99,2499.99
5289,2132,87,2,27.99,55.98
5290,2132,22,1,10.99,10.99
5291,2133,14,2,499.99,999.98
5292,2134,26,3,0.99,2.97
5293,2134,25,2,1.29,2.58
5294,2135,38,3,5.99,17.97
5295,2135,33,1,4.99,4.99
5296,2135,83,3,29.99,89.97
5297,2136,94,2,1499.99,2999.98
5298,2136,27,2,6.99,13.98
5299,2137,45,1,39.99,39.99
5300,2137,43,2,59.99,119.98
5301,2138,91,2,119.99,239.98
5302,2138,98,3,13999.99,41999.97
5303,2139,19,3,9.99,29.97
5304,2140,67,3,15.99,47.97
5305,2140,56,3,49.99,149.97
5306,2141,98,2,13999.99,27999.98
5307,2142,7,2,129.99,259.98
5308,2142,68,3,24.99,74.97
5309,2142,42,2,0.99,1.98
5310,2143,70,2,6.99,13.98
5311,2143,47,3,49.99,149.97
5312,2143,1,1,9.99,9.99
5313,2143,100,1,129.99,129.99
5314,2144,89,3,79.99,239.97
5315,2145,17,3,12.99,38.97
5316,2145,83,3,29.99,89.97
5317,2146,95,2,8999.99,17999.98
5318,2146,100,1,129.99,129.99
5319,2146,42,2,0.99,1.98
5320,2147,40,2,3.99,7.98
5321,2147,10,2,79.99,159.98
5322,2148,76,1,11.99,11.99
5323,2148,33,2,4.99,9.98
5324,2148,28,3,5.49,16.47
5325,2148,64,2,14.99,29.98
5326,2149,68,1,24.99,24.99
5327,2149,42,1,0.99,0.99
5328,2150,29,2,3.99,7.98
5329,2150,53,2,12.99,25.98
5330,2150,46,2,14.99,29.98
5331,2151,90,1,89.99,89.99
5332,2152,87,1,27.99,27.99
5333,2153,76,2,11.99,23.98
5334,2153,71,2,39.99,79.98
5335,2153,9,1,69.99,69.99
5336,2153,35,1,2.29,2.29
5337,2154,82,1,1499.99,1499.99
5338,2154,23,2,2.99,5.98
5339,2154,41,3,2.49,7.47
5340,2154,31,2,0.79,1.58
5341,2155,64,2,14.99,29.98
5342,2155,61,1,34.99,34.99
5343,2156,65,3,12.99,38.97
5344,2156,96,1,12999.99,12999.99
5345,2156,12,2,2499.99,4999.98
5346,2156,82,2,1499.99,2999.98
5347,2157,13,2,299.99,599.98
5348,2157,6,3,49.99,149.97
5349,2158,29,1,3.99,3.99
5350,2158,28,3,5.49,16.47
5351,2159,59,2,4.99,9.98
5352,2159,64,3,14.99,44.97
5353,2159,33,1,4.99,4.99
5354,2159,76,3,11.99,35.97
5355,2160,91,3,119.99,359.97
5356,2160,4,2,12.99,25.98
5357,2161,56,3,49.99,149.97
5358,2162,44,3,29.99,89.97
5359,2162,11,3,1899.99,5699.97
5360,2162,31,2,0.79,1.58
5361,2163,22,3,10.99,32.97
5362,2163,31,1,0.79,0.79
5363,2163,70,3,6.99,20.97
5364,2164,18,2,8.99,17.98
5365,2164,51,1,39.99,39.99
5366,2164,79,1,1799.99,1799.99
5367,2164,94,2,1499.99,2999.98
5368,2165,68,2,24.99,49.98
5369,2166,70,2,6.99,13.98
5370,2166,20,3,4.99,14.97
5371,2166,30,1,2.49,2.49
5372,2166,65,3,12.99,38.97
5373,2167,72,1,8.99,8.99
5374,2167,20,2,4.99,9.98
5375,2167,21,3,1.49,4.47
5376,2168,64,2,14.99,29.98
5377,2168,7,3,129.99,389.97
5378,2169,52,2,29.99,59.98
5379,2169,45,2,39.99,79.98
5380,2169,2,3,19.99,59.97
5381,2169,20,3,4.99,14.97
5382,2170,33,3,4.99,14.97
5383,2170,63,2,7.99,15.98
5384,2171,73,2,19.99,39.98
5385,2171,71,1,39.99,39.99
5386,2171,15,1,799.99,799.99
5387,2171,6,1,49.99,49.99
5388,2172,77,3,5.99,17.97
5389,2172,95,1,8999.99,8999.99
5390,2173,51,3,39.99,119.97
5391,2173,33,3,4.99,14.97
5392,2173,68,1,24.99,24.99
5393,2174,84,1,24.99,24.99
5394,2174,39,3,1.99,5.97
5395,2175,56,1,49.99,49.99
5396,2175,78,3,1999.99,5999.97
5397,2175,70,3,6.99,20.97
5398,2176,59,3,4.99,14.97
5399,2176,48,2,7.99,15.98
5400,2176,32,3,3.49,10.47
5401,2177,13,2,299.99,599.98
5402,2178,65,2,12.99,25.98
5403,2178,19,3,9.99,29.97
5404,2179,48,1,7.99,7.99
5405,2179,19,2,9.99,19.98
5406,2179,83,3,29.99,89.97
5407,2180,7,3,129.99,389.97
5408,2180,60,1,10.99,10.99
5409,2181,58,3,3.99,11.97
5410,2181,26,2,0.99,1.98
5411,2182,33,3,4.99,14.97
5412,2183,89,2,79.99,159.98
5413,2183,48,3,7.99,23.97
5414,2183,27,2,6.99,13.98
5415,2184,87,3,27.99,83.97
5416,2185,54,1,8.99,8.99
5417,2185,93,2,89.99,179.98
5418,2185,60,1,10.99,10.99
5419,2186,100,2,129.99,259.98
5420,2187,76,2,11.99,23.98
5421,2188,49,2,5.99,11.98
5422,2189,80,2,1399.99,2799.98
5423,2190,44,3,29.99,89.97
5424,2191,68,2,24.99,49.98
5425,2191,99,3,99.99,299.97
5426,2191,21,3,1.49,4.47
5427,2192,19,1,9.99,9.99
5428,2193,33,2,4.99,9.98
5429,2193,77,1,5.99,5.99
5430,2193,81,3,1099.99,3299.97
5431,2194,21,3,1.49,4.47
5432,2194,82,1,1499.99,1499.99
5433,2194,90,1,89.99,89.99
5434,2194,6,3,49.99,149.97
5435,2195,65,1,12.99,12.99
5436,2195,80,3,1399.99,4199.97
5437,2195,63,3,7.99,23.97
5438,2196,99,2,99.99,199.98
5439,2196,55,3,6.99,20.97
5440,2196,17,2,12.99,25.98
5441,2197,8,2,89.99,179.98
5442,2197,50,3,9.99,29.97
5443,2198,92,3,109.99,329.97
5444,2198,7,3,129.99,389.97
5445,2199,82,2,1499.99,2999.98
5446,2199,45,1,39.99,39.99
5447,2199,1,1,9.99,9.99
5448,2199,63,2,7.99,15.98
5449,2200,35,2,2.29,4.58
5450,2200,94,1,1499.99,1499.99
5451,2201,2,1,19.99,19.99
5452,2202,98,2,13999.99,27999.98
5453,2202,94,1,1499.99,1499.99
5454,2202,15,1,799.99,799.99
5455,2203,45,3,39.99,119.97
5456,2203,74,1,4.99,4.99
5457,2204,46,2,14.99,29.98
5458,2204,49,3,5.99,17.97
5459,2204,19,1,9.99,9.99
5460,2204,61,3,34.99,104.97
5461,2205,74,3,4.99,14.97
5462,2205,49,3,5.99,17.97
5463,2205,90,1,89.99,89.99
5464,2206,63,1,7.99,7.99
5465,2206,99,2,99.99,199.98
5466,2206,34,3,7.99,23.97
5467,2206,19,2,9.99,19.98
5468,2207,26,2,0.99,1.98
5469,2208,95,2,8999.99,17999.98
5470,2208,91,1,119.99,119.99
5471,2208,30,3,2.49,7.47
5472,2209,22,2,10.99,21.98
5473,2209,12,3,2499.99,7499.97
5474,2210,82,3,1499.99,4499.97
5475,2210,43,1,59.99,59.99
5476,2210,33,3,4.99,14.97
5477,2211,69,3,3.99,11.97
5478,2211,81,1,1099.99,1099.99
5479,2212,56,1,49.99,49.99
5480,2213,85,2,34.99,69.98
5481,2213,69,1,3.99,3.99
5482,2213,63,2,7.99,15.98
5483,2213,44,3,29.99,89.97
5484,2214,24,2,14.99,29.98
5485,2214,4,3,12.99,38.97
5486,2214,57,3,9.99,29.97
5487,2214,9,3,69.99,209.97
5488,2215,86,1,19.99,19.99
5489,2215,28,1,5.49,5.49
5490,2215,92,1,109.99,109.99
5491,2215,27,2,6.99,13.98
5492,2216,16,1,1.99,1.99
5493,2216,26,3,0.99,2.97
5494,2217,54,2,8.99,17.98
5495,2217,44,2,29.99,59.98
5496,2217,93,1,89.99,89.99
5497,2218,78,1,1999.99,1999.99
5498,2218,16,2,1.99,3.98
5499,2218,29,3,3.99,11.97
5500,2219,21,3,1.49,4.47
5501,2219,46,1,14.99,14.99
5502,2219,63,1,7.99,7.99
5503,2219,82,1,1499.99,1499.99
5504,2220,95,2,8999.99,17999.98
5505,2220,20,1,4.99,4.99
5506,2220,18,1,8.99,8.99
5507,2220,84,3,24.99,74.97
5508,2221,84,3,24.99,74.97
5509,2221,41,2,2.49,4.98
5510,2222,53,2,12.99,25.98
5511,2222,50,3,9.99,29.97
5512,2222,80,2,1399.99,2799.98
5513,2223,35,2,2.29,4.58
5514,2224,90,3,89.99,269.97
5515,2224,56,2,49.99,99.98
5516,2224,82,3,1499.99,4499.97
5517,2224,66,3,89.99,269.97
5518,2225,59,2,4.99,9.98
5519,2225,68,3,24.99,74.97
5520,2225,56,1,49.99,49.99
5521,2225,58,1,3.99,3.99
5522,2226,86,2,19.99,39.98
5523,2226,82,1,1499.99,1499.99
5524,2226,75,2,16.99,33.98
5525,2227,99,2,99.99,199.98
5526,2227,79,1,1799.99,1799.99
5527,2228,64,1,14.99,14.99
5528,2228,89,1,79.99,79.99
5529,2228,19,2,9.99,19.98
5530,2228,23,1,2.99,2.99
5531,2229,70,2,6.99,13.98
5532,2229,6,2,49.99,99.98
5533,2230,70,3,6.99,20.97
5534,2230,14,2,499.99,999.98
5535,2230,85,2,34.99,69.98
5536,2231,60,2,10.99,21.98
5537,2231,25,3,1.29,3.87
5538,2231,84,1,24.99,24.99
5539,2231,45,2,39.99,79.98
5540,2232,86,3,19.99,59.97
5541,2232,93,1,89.99,89.99
5542,2232,54,3,8.99,26.97
5543,2232,23,2,2.99,5.98
5544,2233,98,2,13999.99,27999.98
5545,2233,85,2,34.99,69.98
5546,2233,74,3,4.99,14.97
5547,2234,55,3,6.99,20.97
5548,2234,30,2,2.49,4.98
5549,2235,37,3,1.99,5.97
5550,2235,5,1,8.99,8.99
5551,2235,74,1,4.99,4.99
5552,2235,82,3,1499.99,4499.97
5553,2236,22,2,10.99,21.98
5554,2236,30,1,2.49,2.49
5555,2236,86,2,19.99,39.98
5556,2236,49,1,5.99,5.99
5557,2237,60,1,10.99,10.99
5558,2238,68,3,24.99,74.97
5559,2238,95,1,8999.99,8999.99
5560,2238,73,1,19.99,19.99
5561,2238,51,1,39.99,39.99
5562,2239,21,3,1.49,4.47
5563,2239,20,3,4.99,14.97
5564,2239,14,3,499.99,1499.97
5565,2240,21,3,1.49,4.47
5566,2240,2,1,19.99,19.99
5567,2241,93,2,89.99,179.98
5568,2241,70,2,6.99,13.98
5569,2241,12,2,2499.99,4999.98
5570,2242,64,1,14.99,14.99
5571,2242,94,3,1499.99,4499.97
5572,2242,21,2,1.49,2.98
5573,2243,30,2,2.49,4.98
